,Order ID,Gender,Visting,PaperlessBilling,PaymentMethod,Monthly Spending,Total Spending,Churn
337,CA-2014-129924,Female,Two year,Yes,Electronic check,88.15,6148.45,No
338,CA-2014-129924,Female,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No
339,CA-2015-128167,Male,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes
340,CA-2014-122336,Male,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No
341,CA-2014-122336,Male,Two year,No,Credit card (automatic),85.75,6223.8,No
342,CA-2014-122336,Female,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No
343,CA-2014-122336,Male,One year,No,Mailed check,20.5,1328.15,No
344,US-2015-120712,Female,One year,Yes,Credit card (automatic),20.25,865.0,No
345,CA-2017-169901,Female,Month-to-month,Yes,Electronic check,72.1,72.1,No
346,CA-2017-134306,Male,Month-to-month,Yes,Electronic check,90.4,168.2,Yes
347,CA-2017-134306,Female,Two year,No,Bank transfer (automatic),19.45,1303.5,No
348,CA-2017-134306,Female,Month-to-month,Yes,Electronic check,44.95,996.85,No
349,CA-2016-129714,Female,One year,No,Bank transfer (automatic),97.0,6430.9,No
350,CA-2016-129714,Male,Two year,Yes,Credit card (automatic),62.8,2278.75,No
351,CA-2016-129714,Female,One year,No,Mailed check,44.6,681.4,No
352,CA-2016-129714,Female,Month-to-month,Yes,Electronic check,89.15,574.35,No
353,CA-2016-129714,Male,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes
354,CA-2016-138520,Female,Month-to-month,Yes,Electronic check,41.9,840.1,Yes
355,CA-2016-138520,Female,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes
356,CA-2016-138520,Male,Month-to-month,Yes,Electronic check,54.1,889.0,No
357,CA-2016-138520,Male,Two year,Yes,Electronic check,105.25,6823.4,No
358,CA-2016-130001,Male,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes
359,CA-2017-155698,Female,One year,No,Electronic check,97.1,4016.75,No
360,CA-2017-155698,Female,Month-to-month,No,Mailed check,20.2,83.75,No
361,CA-2017-144904,Female,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No
362,CA-2017-144904,Male,One year,No,Credit card (automatic),50.3,2878.55,No
363,CA-2017-144904,Female,Two year,Yes,Mailed check,20.55,945.7,No
364,CA-2017-144904,Female,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No
365,CA-2014-123344,Female,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes
366,CA-2016-155516,Male,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No
367,CA-2016-155516,Female,Month-to-month,No,Mailed check,19.15,19.15,No
368,CA-2016-155516,Male,One year,Yes,Credit card (automatic),98.65,6962.85,No
369,CA-2016-155516,Male,Two year,Yes,Credit card (automatic),112.6,8126.65,No
370,CA-2017-104745,Female,One year,No,Mailed check,20.6,690.25,No
371,CA-2017-104745,Male,Month-to-month,Yes,Electronic check,85.65,181.5,Yes
372,US-2014-119137,Female,Two year,No,Mailed check,35.75,830.8,No
373,US-2014-119137,Male,One year,Yes,Credit card (automatic),99.75,5608.4,No
374,US-2014-119137,Female,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No
375,US-2014-119137,Female,One year,No,Credit card (automatic),85.1,3662.25,No
376,US-2016-134656,Male,Month-to-month,No,Mailed check,25.35,25.35,No
377,US-2017-134481,Male,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes
378,CA-2015-130792,Female,Two year,No,Electronic check,89.65,5308.7,No
379,CA-2015-130792,Female,One year,No,Electronic check,86.75,1410.25,No
380,CA-2015-130792,Male,One year,Yes,Bank transfer (automatic),86.2,3339.05,No
381,CA-2016-134775,Male,Month-to-month,No,Mailed check,50.65,50.65,Yes
382,CA-2016-134775,Male,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No
383,CA-2015-125395,Female,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes
384,US-2015-168935,Female,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No
385,US-2015-168935,Female,Month-to-month,No,Mailed check,19.95,214.75,Yes
386,CA-2015-122756,Male,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes
387,CA-2015-122756,Male,One year,Yes,Electronic check,54.75,2348.45,No
388,CA-2014-115973,Male,Month-to-month,Yes,Mailed check,90.4,4063.0,No
389,CA-2017-101798,Male,Month-to-month,No,Electronic check,44.0,44.0,No
390,CA-2017-101798,Female,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No
391,US-2014-135972,Female,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No
392,US-2014-135972,Female,Month-to-month,Yes,Electronic check,44.3,89.3,No
393,US-2014-134971,Female,Month-to-month,No,Mailed check,19.9,367.55,No
394,CA-2017-102946,Male,Month-to-month,Yes,Electronic check,95.05,3944.5,No
395,CA-2017-165603,Female,Two year,Yes,Credit card (automatic),90.05,5965.95,No
396,CA-2017-165603,Male,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No
397,CA-2015-122259,Female,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes
398,CA-2016-108987,Female,Month-to-month,Yes,Electronic check,54.6,1803.7,No
399,CA-2016-108987,Female,One year,No,Mailed check,20.05,415.1,No
400,CA-2016-108987,Female,One year,No,Bank transfer (automatic),19.75,624.15,No
401,CA-2016-108987,Female,One year,No,Credit card (automatic),20.05,237.7,No
402,CA-2014-113166,Male,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes
403,CA-2014-155208,Female,One year,No,Bank transfer (automatic),55.9,3848.8,No
404,CA-2017-117933,Female,Two year,Yes,Mailed check,19.7,419.4,No
405,CA-2017-117457,Female,Two year,Yes,Credit card (automatic),19.8,1468.75,No
406,CA-2017-117457,Female,One year,Yes,Bank transfer (automatic),95.4,5812.0,No
407,CA-2017-117457,Female,Month-to-month,Yes,Mailed check,93.95,2861.45,No
408,CA-2017-117457,Female,Month-to-month,Yes,Mailed check,19.9,19.9,Yes
409,CA-2017-117457,Female,Month-to-month,Yes,Mailed check,19.6,19.6,Yes
410,CA-2017-117457,Female,Month-to-month,Yes,Electronic check,81.35,233.7,Yes
411,CA-2017-117457,Female,One year,Yes,Bank transfer (automatic),24.45,1066.15,No
412,CA-2017-117457,Female,Month-to-month,Yes,Electronic check,74.95,2149.05,No
413,CA-2017-117457,Female,Month-to-month,Yes,Electronic check,87.35,4473.0,No
414,CA-2017-142636,Female,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No
415,CA-2017-142636,Female,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No
416,CA-2017-122105,Male,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No
417,CA-2016-148796,Female,Two year,Yes,Mailed check,24.8,1024.7,No
418,CA-2017-154816,Male,Month-to-month,No,Electronic check,83.3,1845.9,Yes
419,CA-2017-110478,Male,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes
420,CA-2017-110478,Female,Month-to-month,Yes,Mailed check,24.3,132.25,No
421,CA-2014-142048,Male,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No
422,CA-2017-125388,Female,One year,No,Credit card (automatic),100.55,2830.45,No
423,CA-2017-125388,Female,One year,No,Mailed check,25.7,1110.5,No
424,CA-2017-155705,Female,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No
425,CA-2017-149160,Female,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No
426,CA-2017-149160,Female,One year,Yes,Bank transfer (automatic),105.1,5376.4,No
427,CA-2014-101476,Male,Month-to-month,No,Electronic check,85.95,858.6,No
428,CA-2017-152275,Male,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No
429,US-2016-123750,Male,One year,No,Bank transfer (automatic),58.25,3975.7,No
430,US-2016-123750,Female,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes
431,US-2016-123750,Female,Two year,Yes,Credit card (automatic),65.2,4784.45,No
432,US-2016-123750,Female,Month-to-month,No,Electronic check,53.45,119.5,No
433,CA-2016-127369,Female,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes
434,US-2014-150574,Male,Two year,Yes,Electronic check,19.75,899.45,No
435,US-2014-150574,Male,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No
436,CA-2016-147375,Female,One year,No,Bank transfer (automatic),20.85,720.05,No
437,CA-2016-147375,Female,Two year,Yes,Credit card (automatic),114.05,8468.2,No
438,CA-2017-130043,Male,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No
439,CA-2017-157252,Female,Month-to-month,No,Mailed check,55.05,55.05,No
440,CA-2016-115756,Male,Month-to-month,Yes,Electronic check,112.95,1882.55,No
441,CA-2016-115756,Female,Month-to-month,No,Credit card (automatic),101.55,5070.4,No
442,CA-2016-115756,Male,One year,Yes,Mailed check,114.65,6049.5,No
443,CA-2016-115756,Female,Month-to-month,No,Electronic check,64.8,1166.7,No
444,CA-2016-115756,Female,Month-to-month,No,Electronic check,80.4,2937.65,No
445,CA-2016-115756,Female,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes
446,CA-2017-154214,Male,Month-to-month,No,Mailed check,69.55,69.55,Yes
447,CA-2016-166674,Female,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No
448,CA-2016-166674,Male,Month-to-month,Yes,Electronic check,94.75,759.55,No
449,CA-2016-166674,Female,Two year,No,Bank transfer (automatic),105.5,7611.55,No
450,CA-2016-166674,Female,One year,No,Mailed check,24.7,1642.75,No
451,CA-2016-166674,Female,Month-to-month,Yes,Mailed check,69.75,1545.4,No
452,CA-2016-166674,Male,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No
453,CA-2017-147277,Male,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes
454,CA-2017-147277,Male,Two year,No,Mailed check,24.4,1417.9,No
455,CA-2016-100153,Female,Month-to-month,Yes,Electronic check,104.15,2494.65,No
456,US-2014-110674,Male,One year,No,Bank transfer (automatic),92.9,2768.35,No
457,US-2016-157945,Female,Two year,No,Bank transfer (automatic),80.8,2369.3,No
458,US-2016-157945,Female,Month-to-month,No,Mailed check,20.0,38.0,No
459,CA-2015-109638,Male,Month-to-month,Yes,Electronic check,75.1,75.1,No
460,CA-2015-109638,Female,Month-to-month,No,Mailed check,19.65,100.9,No
461,CA-2015-109638,Male,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No
462,CA-2016-109869,Male,Month-to-month,No,Electronic check,101.15,385.9,Yes
463,CA-2016-109869,Male,Month-to-month,Yes,Electronic check,99.8,673.25,Yes
464,CA-2016-109869,Female,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No
465,CA-2016-109869,Female,Two year,Yes,Mailed check,40.05,2799.75,No
466,CA-2016-109869,Male,Two year,No,Electronic check,102.1,6538.45,No
467,US-2015-101399,Female,One year,Yes,Electronic check,89.7,6588.95,No
468,CA-2017-154907,Male,Two year,No,Mailed check,19.9,868.1,No
469,US-2016-100419,Male,Month-to-month,No,Electronic check,55.95,734.35,Yes
470,CA-2015-154144,Female,One year,No,Mailed check,20.65,330.6,No
471,CA-2014-144666,Male,Month-to-month,Yes,Electronic check,55.0,55.0,Yes
472,CA-2014-144666,Male,Month-to-month,Yes,Mailed check,70.05,564.4,No
473,CA-2014-144666,Female,Month-to-month,No,Mailed check,53.6,1315.35,No
474,CA-2014-144666,Female,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
475,CA-2014-144666,Female,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes
476,CA-2014-144666,Female,Month-to-month,Yes,Electronic check,76.05,2747.2,No
477,CA-2016-103891,Male,Month-to-month,Yes,Electronic check,75.7,554.05,No
478,CA-2016-152632,Female,Month-to-month,Yes,Electronic check,96.1,453.4,Yes
479,CA-2016-100790,Female,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Yes
480,CA-2016-100790,Male,Two year,No,Mailed check,19.65,225.75,No
481,CA-2014-134677,Female,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Yes
482,CA-2014-127691,Male,Month-to-month,Yes,Electronic check,81.45,1671.6,No
483,CA-2014-127691,Male,One year,Yes,Bank transfer (automatic),108.5,8003.8,No
484,CA-2017-140963,Female,Month-to-month,Yes,Electronic check,83.55,680.05,Yes
485,CA-2017-140963,Female,Two year,Yes,Credit card (automatic),84.5,6130.85,No
486,CA-2017-140963,Female,Month-to-month,Yes,Electronic check,100.15,1415.0,No
487,CA-2014-154627,Female,Two year,Yes,Bank transfer (automatic),88.6,6201.95,No
488,CA-2014-133753,Male,Two year,Yes,Bank transfer (automatic),52.55,6201.95,No
489,CA-2014-133753,Male,Month-to-month,Yes,Electronic check,74.35,74.35,Yes
490,CA-2014-133753,Female,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No
491,CA-2014-113362,Male,Month-to-month,Yes,Electronic check,59.0,114.15,No
492,CA-2014-113362,Female,Month-to-month,Yes,Electronic check,74.4,139.4,Yes
493,CA-2016-169166,Male,One year,No,Bank transfer (automatic),64.05,3902.6,No
494,US-2016-120929,Male,Month-to-month,No,Mailed check,20.4,20.4,No
495,CA-2015-134782,Male,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes
496,CA-2016-126158,Male,Month-to-month,No,Mailed check,60.9,1785.65,No
497,CA-2016-126158,Female,Two year,No,Bank transfer (automatic),19.8,1397.65,No
498,CA-2016-126158,Female,Month-to-month,No,Electronic check,28.45,131.05,Yes
499,CA-2016-126158,Male,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes
500,US-2016-105578,Male,One year,No,Credit card (automatic),116.25,3899.05,No
501,US-2016-105578,Male,Two year,Yes,Credit card (automatic),80.7,5676.0,No
502,US-2016-105578,Female,One year,No,Bank transfer (automatic),65.2,4543.15,No
503,US-2016-105578,Male,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No
504,US-2016-105578,Male,Two year,Yes,Credit card (automatic),79.45,5502.55,No
505,CA-2017-134978,Male,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes
506,CA-2015-145352,Female,Month-to-month,Yes,Mailed check,78.0,851.8,No
507,CA-2015-145352,Male,Month-to-month,Yes,Electronic check,94.2,167.5,Yes
508,CA-2015-145352,Female,Month-to-month,Yes,Electronic check,80.5,502.85,Yes
509,CA-2015-145352,Male,Month-to-month,No,Mailed check,19.85,19.85,No
510,CA-2017-135307,Female,One year,No,Credit card (automatic),94.3,1818.3,No
511,CA-2017-135307,Female,Month-to-month,Yes,Electronic check,106.45,6300.15,No
512,CA-2016-106341,Female,Month-to-month,Yes,Electronic check,74.35,334.8,Yes
513,CA-2017-163405,Female,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No
514,CA-2017-163405,Male,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No
515,CA-2017-127432,Female,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes
516,CA-2017-127432,Male,One year,No,Mailed check,54.3,1546.3,No
517,CA-2017-127432,Female,Month-to-month,No,Electronic check,70.05,302.6,No
518,CA-2017-127432,Female,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes
519,CA-2015-157812,Female,Month-to-month,No,Credit card (automatic),20.05,265.45,No
520,CA-2015-157812,Female,One year,Yes,Electronic check,105.4,6989.45,No
521,CA-2015-157812,Male,Month-to-month,Yes,Electronic check,51.6,1442.0,No
522,CA-2017-145142,Female,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No
523,US-2016-139486,Female,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes
524,US-2016-139486,Female,Month-to-month,Yes,Electronic check,100.05,3480.0,Yes
525,CA-2015-158792,Female,One year,No,Electronic check,91.25,4738.3,No
526,CA-2017-113558,Female,Two year,Yes,Credit card (automatic),115.75,8399.15,No
527,CA-2017-113558,Female,One year,Yes,Credit card (automatic),94.7,5430.35,No
528,US-2015-138303,Female,Two year,No,Mailed check,19.6,686.95,No
529,US-2015-138303,Female,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No
530,US-2015-138303,Female,Two year,Yes,Credit card (automatic),21.1,490.65,No
531,CA-2015-102848,Male,Two year,No,Credit card (automatic),20.05,1360.25,No
532,US-2017-129441,Male,Month-to-month,Yes,Electronic check,79.95,174.45,No
533,CA-2016-168753,Female,One year,Yes,Credit card (automatic),107.15,7379.8,No
534,CA-2016-168753,Female,Month-to-month,Yes,Electronic check,85.0,85.0,Yes
535,CA-2016-126613,Male,Month-to-month,Yes,Electronic check,89.55,1021.75,No
536,US-2017-122637,Male,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No
537,CA-2015-147851,Male,One year,Yes,Mailed check,58.45,1955.4,No
538,CA-2015-134894,Male,One year,Yes,Credit card (automatic),95.65,6744.2,No
539,CA-2015-134894,Male,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No
540,CA-2014-140795,Male,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No
541,CA-2016-136924,Female,Month-to-month,Yes,Mailed check,58.95,601.6,No
542,US-2015-120161,Male,Month-to-month,No,Mailed check,19.55,19.55,No
543,CA-2014-103849,Male,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes
544,CA-2014-103849,Male,Month-to-month,Yes,Credit card (automatic),45.55,597.0,Yes
545,CA-2014-103849,Male,One year,Yes,Bank transfer (automatic),78.95,2647.2,No
546,CA-2017-162929,Female,Month-to-month,Yes,Mailed check,86.3,3266.0,Yes
547,CA-2017-162929,Female,One year,Yes,Bank transfer (automatic),105.05,6744.25,No
548,CA-2015-113173,Male,One year,Yes,Bank transfer (automatic),101.9,5265.5,No
549,CA-2015-113173,Male,Month-to-month,No,Mailed check,19.75,311.6,No
550,CA-2015-113173,Male,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No
551,CA-2016-136406,Female,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No
552,CA-2017-112774,Male,Two year,No,Bank transfer (automatic),19.35,1153.25,No
553,CA-2017-101945,Male,Two year,Yes,Credit card (automatic),25.6,514.75,No
554,CA-2017-100650,Female,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes
555,CA-2014-155852,Female,One year,Yes,Bank transfer (automatic),68.75,3808.0,No
556,CA-2016-113243,Male,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No
557,CA-2016-113243,Male,One year,No,Mailed check,70.6,2708.2,No
558,CA-2016-113243,Male,Month-to-month,No,Electronic check,70.2,760.05,No
559,CA-2017-118731,Male,Month-to-month,Yes,Electronic check,49.3,49.3,No
560,CA-2017-118731,Male,One year,Yes,Electronic check,107.25,6033.3,No
561,CA-2014-145576,Male,Month-to-month,Yes,Mailed check,23.6,89.05,No
562,CA-2014-145576,Female,Month-to-month,No,Credit card (automatic),69.7,516.15,No
563,CA-2015-130736,Male,Two year,Yes,Credit card (automatic),99.5,5861.75,No
564,CA-2015-130736,Male,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No
565,CA-2017-137099,Male,Two year,Yes,Credit card (automatic),70.85,4973.4,No
566,CA-2017-156951,Female,One year,No,Electronic check,101.9,1667.25,No
567,CA-2017-156951,Male,Two year,No,Credit card (automatic),73.5,5357.75,No
568,CA-2017-156951,Male,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes
569,CA-2017-156951,Male,One year,Yes,Credit card (automatic),40.4,422.6,No
570,CA-2017-164826,Male,Two year,Yes,Credit card (automatic),19.25,1103.25,No
571,CA-2017-164826,Male,Two year,No,Bank transfer (automatic),59.6,2754.0,No
572,CA-2017-164826,Male,One year,No,Credit card (automatic),64.9,697.25,No
573,CA-2017-164826,Male,One year,No,Credit card (automatic),100.3,5614.45,Yes
574,CA-2016-127250,Male,Month-to-month,Yes,Electronic check,110.85,3204.4,No
575,CA-2015-149713,Male,Two year,Yes,Mailed check,81.05,4747.65,No
576,CA-2015-149713,Female,One year,No,Bank transfer (automatic),98.05,3082.1,No
577,CA-2015-149713,Female,Month-to-month,Yes,Electronic check,70.5,597.9,No
578,CA-2017-118640,Female,Month-to-month,Yes,Electronic check,94.55,3365.4,No
579,CA-2017-118640,Male,Month-to-month,Yes,Mailed check,19.65,38.8,No
580,CA-2015-132906,Male,Month-to-month,No,Mailed check,19.0,233.55,Yes
581,CA-2017-145233,Male,Month-to-month,No,Mailed check,75.3,75.3,Yes
582,CA-2017-145233,Female,Month-to-month,Yes,Electronic check,89.2,346.2,Yes
583,CA-2017-145233,Male,Month-to-month,Yes,Mailed check,19.0,19.0,No
584,CA-2017-145233,Male,Month-to-month,Yes,Mailed check,20.0,61.7,No
585,CA-2017-145233,Male,Month-to-month,Yes,Electronic check,85.7,85.7,Yes
586,CA-2015-128139,Male,Two year,Yes,Credit card (automatic),63.25,3342.45,No
587,CA-2015-128139,Male,One year,No,Mailed check,20.1,85.1,No
588,US-2016-156986,Male,Two year,Yes,Electronic check,99.15,7422.1,No
589,US-2016-156986,Female,Two year,No,Electronic check,90.4,6668.05,No
590,US-2016-156986,Male,Two year,Yes,Credit card (automatic),111.9,8071.05,No
591,US-2016-156986,Male,One year,No,Electronic check,24.9,1174.8,No
592,CA-2014-135405,Male,Two year,No,Credit card (automatic),83.5,5435.0,No
593,CA-2014-135405,Male,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No
594,CA-2014-131450,Female,Month-to-month,No,Mailed check,45.6,45.6,No
595,CA-2014-131450,Male,Month-to-month,Yes,Mailed check,61.65,713.75,Yes
596,CA-2014-131450,Male,Two year,No,Mailed check,54.85,916.15,No
597,CA-2014-131450,Male,Month-to-month,No,Mailed check,65.55,237.2,No
598,CA-2016-120180,Male,One year,Yes,Credit card (automatic),90.35,4614.55,No
599,US-2016-100720,Male,Two year,Yes,Credit card (automatic),20.4,1414.45,No
600,US-2016-100720,Female,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No
601,US-2016-100720,Male,One year,No,Mailed check,19.95,47.7,No
602,CA-2014-149958,Male,One year,Yes,Bank transfer (automatic),74.25,4859.25,No
603,CA-2014-149958,Male,Two year,No,Electronic check,108.65,4903.2,No
604,CA-2014-149958,Male,One year,Yes,Bank transfer (automatic),109.55,3608.0,No
605,CA-2014-149958,Male,Two year,No,Credit card (automatic),86.65,6094.25,No
606,CA-2014-149958,Female,Two year,No,Credit card (automatic),81.0,3084.9,No
607,US-2014-105767,Male,One year,No,Credit card (automatic),47.85,2356.75,No
608,US-2014-105767,Male,Two year,No,Bank transfer (automatic),114.55,8306.05,No
609,US-2014-105767,Male,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes
610,CA-2016-161816,Female,Month-to-month,Yes,Electronic check,29.95,248.95,Yes
611,CA-2016-161816,Male,Month-to-month,No,Mailed check,65.0,663.05,Yes
612,CA-2016-121223,Male,Two year,No,Mailed check,20.55,1357.1,No
613,CA-2016-121223,Male,One year,Yes,Credit card (automatic),109.8,4860.35,No
614,CA-2017-138611,Female,Two year,No,Bank transfer (automatic),69.5,3418.2,No
615,CA-2017-138611,Male,Month-to-month,No,Mailed check,48.85,631.4,No
616,CA-2017-117947,Male,Month-to-month,Yes,Credit card (automatic),25.25,186.3,No
617,CA-2017-117947,Male,One year,Yes,Credit card (automatic),102.85,6976.75,No
618,CA-2017-117947,Male,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No
619,CA-2017-117947,Male,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95,No
620,CA-2017-117947,Female,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No
621,US-2014-111171,Male,One year,Yes,Electronic check,92.05,5755.8,No
622,CA-2015-138009,Female,One year,Yes,Electronic check,85.05,3355.65,No
623,CA-2015-138009,Male,Two year,No,Mailed check,19.7,406.95,No
624,CA-2015-138009,Female,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes
625,CA-2015-138009,Female,Month-to-month,Yes,Electronic check,95.15,2395.7,No
626,CA-2017-163020,Male,Month-to-month,No,Electronic check,84.25,1968.1,No
627,CA-2017-153787,Male,One year,No,Credit card (automatic),104.6,6819.45,No
628,CA-2017-133431,Male,Two year,No,Electronic check,111.65,7943.45,No
629,CA-2017-133431,Female,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes
630,US-2016-135720,Male,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes
631,US-2016-135720,Male,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,No
632,US-2016-135720,Female,Two year,No,Credit card (automatic),89.85,6562.9,No
633,CA-2017-144694,Male,One year,No,Mailed check,20.35,176.3,No
634,CA-2017-144694,Male,One year,Yes,Bank transfer (automatic),54.55,2236.2,No
635,CA-2015-168004,Male,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes
636,US-2016-123470,Female,Two year,No,Bank transfer (automatic),99.45,3109.9,No
637,US-2016-123470,Male,Two year,No,Credit card (automatic),70.9,4911.35,No
638,CA-2016-115917,Female,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes
639,CA-2016-115917,Female,Month-to-month,Yes,Electronic check,85.25,855.3,Yes
640,CA-2016-147067,Female,Two year,No,Bank transfer (automatic),25.4,1620.2,No
641,CA-2017-167913,Female,Month-to-month,No,Electronic check,56.15,2499.3,Yes
642,CA-2017-167913,Male,Month-to-month,Yes,Electronic check,89.55,89.55,Yes
643,CA-2017-106103,Male,One year,Yes,Bank transfer (automatic),89.85,4287.2,No
644,US-2017-127719,Female,Month-to-month,Yes,Electronic check,25.25,394.85,No
645,CA-2017-126221,Female,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes
646,CA-2016-103947,Male,Month-to-month,Yes,Mailed check,45.7,45.7,Yes
647,CA-2016-103947,Male,One year,Yes,Electronic check,69.65,3442.15,No
648,CA-2016-160745,Male,Month-to-month,No,Electronic check,89.5,161.5,Yes
649,CA-2016-160745,Male,Month-to-month,No,Credit card (automatic),70.0,1732.6,No
650,CA-2016-160745,Female,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes
651,CA-2016-132661,Male,Month-to-month,Yes,Mailed check,74.6,74.6,Yes
652,CA-2017-140844,Female,Two year,No,Mailed check,20.1,655.3,No
653,CA-2017-140844,Female,Month-to-month,No,Mailed check,24.8,475.25,No
654,CA-2016-137239,Male,Month-to-month,No,Electronic check,19.65,164.3,Yes
655,CA-2016-137239,Female,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No
656,CA-2016-137239,Female,Two year,Yes,Credit card (automatic),88.85,6132.7,No
657,US-2016-156097,Female,One year,No,Bank transfer (automatic),78.8,3597.5,No
658,US-2016-156097,Female,One year,No,Mailed check,19.85,35.9,Yes
659,CA-2015-146563,Male,Month-to-month,No,Bank transfer (automatic),20.35,697.65,No
660,CA-2015-146563,Female,Month-to-month,Yes,Mailed check,24.25,96.05,Yes
661,CA-2015-146563,Male,Month-to-month,No,Mailed check,45.25,428.7,No
662,CA-2015-146563,Male,Month-to-month,No,Mailed check,20.05,20.05,No
663,CA-2016-123666,Female,Two year,Yes,Mailed check,69.55,4459.15,No
664,CA-2016-143308,Male,Two year,No,Bank transfer (automatic),19.5,1167.6,No
665,CA-2017-132682,Male,Month-to-month,Yes,Mailed check,74.75,238.1,No
666,CA-2017-132682,Male,Month-to-month,No,Electronic check,69.65,145.15,Yes
667,CA-2017-132682,Male,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,No
668,CA-2014-156314,Female,Month-to-month,No,Mailed check,45.65,191.05,Yes
669,US-2017-106663,Female,Two year,No,Bank transfer (automatic),57.8,4039.3,No
670,US-2017-106663,Male,One year,Yes,Bank transfer (automatic),19.85,1039.45,No
671,US-2017-106663,Female,Two year,No,Credit card (automatic),25.55,1336.1,No
