,Order ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
662,CA-2015-146563,Male,Yes,26.0,No,Entertainment,0.0,Low,3.0,Cat_3,D
663,CA-2016-123666,Female,Yes,25.0,No,Engineer,3.0,Low,3.0,Cat_3,D
664,CA-2016-143308,Male,No,19.0,No,Healthcare,3.0,Low,4.0,Cat_3,D
665,CA-2017-132682,Male,No,36.0,No,Executive,0.0,Low,5.0,Cat_3,A
666,CA-2017-132682,Male,No,29.0,No,Healthcare,9.0,Low,4.0,Cat_3,A
667,CA-2017-132682,Male,No,26.0,No,Marketing,1.0,Low,1.0,Cat_3,A
668,CA-2014-156314,Female,No,78.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
669,US-2017-106663,Female,No,55.0,Yes,Artist,1.0,Low,1.0,Cat_6,A
670,US-2017-106663,Male,No,26.0,Yes,Healthcare,1.0,Low,3.0,Cat_2,D
671,US-2017-106663,Female,No,46.0,Yes,Entertainment,0.0,Low,1.0,Cat_6,C
672,CA-2017-111178,Male,No,29.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
673,CA-2017-130351,Female,No,36.0,Yes,Artist,10.0,Low,1.0,Cat_6,B
674,CA-2017-130351,Male,Yes,27.0,No,Executive,1.0,Low,6.0,Cat_6,D
675,CA-2017-130351,Female,No,29.0,No,Executive,8.0,Low,3.0,Cat_6,C
676,US-2017-119438,Female,No,25.0,No,Marketing,1.0,Low,4.0,Cat_6,B
677,US-2017-119438,Female,No,30.0,No,Marketing,10.0,Low,6.0,Cat_6,A
678,US-2017-119438,Male,Yes,45.0,Yes,Marketing,1.0,Low,2.0,Cat_6,A
679,US-2017-119438,Female,No,21.0,No,Executive,0.0,Low,2.0,Cat_3,A
680,CA-2016-164511,Female,Yes,41.0,Yes,Executive,0.0,High,2.0,Cat_3,A
681,CA-2016-164511,Male,Yes,38.0,Yes,Entertainment,0.0,Low,2.0,Cat_3,C
682,CA-2016-164511,Female,No,28.0,Yes,Healthcare,9.0,Low,1.0,Cat_6,A
683,US-2017-168116,Male,No,33.0,Yes,Doctor,1.0,Low,5.0,Cat_2,A
684,US-2017-168116,Male,Yes,31.0,Yes,Healthcare,7.0,Low,2.0,Cat_6,A
685,CA-2014-157784,Male,Yes,45.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
686,CA-2014-157784,Male,Yes,47.0,Yes,Marketing,0.0,Low,5.0,Cat_6,A
687,CA-2014-157784,Female,No,39.0,No,Healthcare,0.0,Low,1.0,Cat_6,B
688,CA-2017-161480,Female,No,47.0,Yes,Marketing,1.0,Low,1.0,Cat_6,C
689,US-2014-117135,Female,Yes,53.0,Yes,Doctor,0.0,Low,1.0,Cat_3,D
690,US-2014-117135,Male,No,27.0,No,Doctor,1.0,Low,4.0,Cat_4,B
691,US-2014-117135,Male,Yes,37.0,Yes,Engineer,1.0,Average,2.0,Cat_4,D
692,CA-2015-131534,Female,Yes,62.0,Yes,Artist,1.0,Average,3.0,Cat_4,B
693,CA-2015-131534,Female,No,29.0,No,Engineer,0.0,Low,7.0,Cat_4,C
694,CA-2015-119291,Female,Yes,51.0,Yes,Artist,0.0,Low,1.0,Cat_4,B
695,CA-2015-119291,Male,No,30.0,No,Marketing,1.0,Low,6.0,Cat_4,B
696,CA-2015-119291,Male,No,18.0,No,Entertainment,0.0,Low,4.0,Cat_4,B
697,CA-2015-119291,Female,Yes,87.0,Yes,Lawyer,0.0,High,2.0,Cat_6,C
698,CA-2015-119291,Male,Yes,68.0,Yes,Marketing,0.0,Low,2.0,Cat_7,B
699,CA-2015-119291,Male,Yes,84.0,Yes,Lawyer,5.0,Low,1.0,Cat_6,D
700,CA-2015-119291,Male,No,22.0,No,Healthcare,2.0,Low,9.0,Cat_2,D
701,CA-2017-114552,Female,No,22.0,No,Doctor,2.0,Low,4.0,Cat_6,D
702,CA-2016-163755,Male,No,21.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
703,CA-2015-142027,Female,Yes,89.0,No,Lawyer,1.0,High,2.0,Cat_3,C
704,CA-2014-138527,Male,Yes,73.0,No,Lawyer,0.0,High,2.0,Cat_6,B
705,CA-2014-138527,Female,Yes,75.0,Yes,Lawyer,0.0,High,2.0,Cat_6,C
706,CA-2014-138527,Female,No,20.0,No,Doctor,6.0,Low,4.0,Cat_2,A
707,CA-2014-112158,Male,No,22.0,No,Healthcare,1.0,Low,2.0,Cat_6,D
708,CA-2014-112158,Female,No,22.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
709,CA-2014-112158,Male,Yes,63.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
710,CA-2014-113887,Male,Yes,46.0,Yes,Artist,1.0,Average,3.0,Cat_6,D
711,CA-2017-146136,Male,Yes,58.0,No,Artist,0.0,Average,2.0,Cat_6,B
712,US-2017-100048,Female,No,41.0,Yes,Artist,1.0,Low,3.0,Cat_6,B
713,US-2017-100048,Male,Yes,42.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
714,US-2017-100048,Female,Yes,43.0,Yes,Healthcare,6.0,Average,2.0,Cat_6,B
715,CA-2014-153150,Female,No,49.0,Yes,Artist,3.0,Low,1.0,Cat_6,D
716,CA-2014-130092,Female,No,40.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
717,CA-2017-108910,Male,Yes,53.0,No,Executive,8.0,High,2.0,Cat_6,D
718,CA-2014-104472,Male,Yes,36.0,Yes,Artist,4.0,Average,2.0,Cat_7,B
719,CA-2014-104472,Male,Yes,50.0,Yes,Artist,8.0,Low,2.0,Cat_6,D
720,CA-2016-112942,Male,Yes,42.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
721,CA-2016-142335,Male,No,30.0,No,Healthcare,0.0,Low,4.0,Cat_2,D
722,CA-2016-142335,Male,No,29.0,No,Healthcare,2.0,Low,5.0,Cat_2,D
723,CA-2014-117429,Male,No,28.0,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
724,CA-2016-114713,Male,No,27.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
725,CA-2017-144113,Male,No,49.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
726,CA-2017-144113,Male,No,32.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
727,US-2016-150861,Male,No,25.0,Yes,Doctor,1.0,Low,3.0,Cat_6,A
728,US-2016-150861,Female,Yes,63.0,Yes,Artist,1.0,Low,1.0,Cat_6,B
729,US-2016-150861,Female,No,42.0,Yes,Artist,8.0,Low,1.0,Cat_6,B
730,US-2016-150861,Male,No,31.0,Yes,Healthcare,1.0,Low,1.0,Cat_5,B
731,US-2016-150861,Male,Yes,71.0,Yes,Artist,0.0,High,2.0,Cat_6,A
732,CA-2017-131954,Male,No,20.0,No,Healthcare,0.0,Low,5.0,Cat_2,B
733,CA-2017-131954,Male,No,22.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
734,CA-2017-131954,Female,No,29.0,Yes,Entertainment,1.0,Low,5.0,Cat_6,A
735,CA-2017-131954,Male,Yes,47.0,Yes,Marketing,0.0,Low,3.0,Cat_6,A
736,CA-2017-131954,Male,Yes,43.0,Yes,Artist,0.0,Average,3.0,Cat_6,B
737,CA-2017-131954,Male,No,32.0,Yes,Artist,1.0,Low,3.0,Cat_4,D
738,CA-2014-132500,Male,Yes,47.0,Yes,Artist,7.0,Average,2.0,Cat_6,A
739,CA-2014-112326,Male,No,46.0,Yes,Artist,0.0,Low,1.0,Cat_6,B
740,CA-2014-112326,Female,Yes,41.0,Yes,Artist,1.0,Average,2.0,Cat_6,D
741,CA-2014-112326,Male,Yes,37.0,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
742,US-2016-146710,Male,Yes,40.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
743,US-2016-146710,Male,Yes,60.0,Yes,Artist,0.0,Average,4.0,Cat_6,A
744,US-2016-146710,Male,Yes,46.0,Yes,Artist,0.0,Average,6.0,Cat_2,D
745,US-2016-146710,Female,Yes,36.0,Yes,Artist,6.0,High,4.0,Cat_7,B
746,CA-2014-124429,Female,No,38.0,No,Marketing,0.0,Low,1.0,Cat_6,B
747,CA-2014-124429,Female,Yes,32.0,No,Doctor,0.0,Low,5.0,Cat_6,A
748,CA-2016-150889,Female,No,41.0,Yes,Artist,5.0,Low,1.0,Cat_6,D
749,CA-2017-126074,Male,Yes,56.0,Yes,Marketing,0.0,Low,3.0,Cat_6,A
750,CA-2017-126074,Male,Yes,31.0,Yes,Artist,8.0,Average,2.0,Cat_6,D
751,CA-2017-126074,Male,Yes,45.0,No,Artist,0.0,Low,2.0,Cat_7,A
752,CA-2017-126074,Male,Yes,69.0,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
753,CA-2016-110499,Male,Yes,37.0,Yes,Artist,0.0,Low,2.0,Cat_6,A
754,CA-2015-135272,Male,Yes,47.0,Yes,Artist,1.0,Average,4.0,Cat_2,D
755,CA-2016-140928,Female,Yes,52.0,Yes,Artist,1.0,Average,3.0,Cat_6,C
756,CA-2014-106803,Female,Yes,57.0,Yes,Artist,1.0,High,3.0,Cat_6,A
757,CA-2014-106803,Female,No,50.0,Yes,Artist,9.0,Low,1.0,Cat_6,A
758,CA-2017-117240,Male,Yes,27.0,No,Engineer,0.0,Average,2.0,Cat_6,D
759,CA-2017-133333,Female,Yes,45.0,Yes,Engineer,1.0,High,3.0,Cat_6,B
760,CA-2015-112319,Female,No,30.0,Yes,Artist,8.0,Low,2.0,Cat_6,D
761,CA-2017-126046,Male,Yes,45.0,Yes,Artist,0.0,Low,2.0,Cat_6,B
762,CA-2015-114923,Male,No,30.0,No,Healthcare,1.0,Low,4.0,Cat_6,C
763,CA-2014-162775,Male,Yes,31.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
764,CA-2014-162775,Female,Yes,45.0,Yes,Artist,1.0,Average,4.0,Cat_3,C
765,CA-2014-162775,Male,Yes,67.0,Yes,Artist,0.0,High,2.0,Cat_6,B
766,CA-2014-162775,Male,Yes,76.0,No,Executive,1.0,High,2.0,Cat_6,A
767,CA-2014-162775,Male,Yes,69.0,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
768,CA-2014-106810,Male,Yes,83.0,No,Entertainment,0.0,Low,2.0,Cat_6,A
769,CA-2016-157245,Male,Yes,38.0,Yes,Engineer,0.0,Low,2.0,Cat_6,D
770,CA-2017-104220,Male,Yes,36.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
771,CA-2017-104220,Male,No,41.0,Yes,Artist,2.0,Low,2.0,Cat_2,A
772,CA-2017-104220,Female,Yes,69.0,No,Lawyer,0.0,Low,3.0,Cat_6,C
773,CA-2017-104220,Female,No,33.0,Yes,Engineer,0.0,Low,3.0,Cat_6,A
774,CA-2017-104220,Male,No,38.0,Yes,Artist,1.0,Low,3.0,Cat_7,C
775,CA-2017-104220,Female,Yes,48.0,Yes,Engineer,1.0,Average,2.0,Cat_6,B
776,CA-2014-165974,Male,Yes,51.0,Yes,Engineer,2.0,Average,2.0,Cat_6,C
777,CA-2015-144267,Male,Yes,56.0,Yes,Executive,1.0,High,2.0,Cat_6,A
778,CA-2015-144267,Male,Yes,57.0,Yes,Artist,0.0,Average,3.0,Cat_6,D
779,CA-2015-144267,Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,Cat_6,B
780,CA-2015-144267,Male,No,30.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
781,US-2015-157014,Female,Yes,40.0,Yes,Doctor,8.0,Average,2.0,Cat_6,B
782,US-2015-157014,Female,No,30.0,Yes,Artist,0.0,Low,2.0,Cat_6,D
783,US-2015-157014,Male,Yes,38.0,No,Entertainment,0.0,Average,2.0,Cat_6,D
784,US-2015-157014,Female,No,31.0,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
785,CA-2015-154921,Male,No,33.0,Yes,Doctor,0.0,Low,2.0,Cat_6,C
786,CA-2017-129567,Male,No,50.0,Yes,Artist,0.0,Low,2.0,Cat_6,A
787,CA-2015-154620,Male,Yes,52.0,Yes,Executive,0.0,High,3.0,Cat_6,C
788,CA-2015-115938,Female,Yes,39.0,Yes,Artist,0.0,Average,3.0,Cat_2,D
789,CA-2015-115938,Male,Yes,73.0,Yes,Executive,0.0,High,2.0,Cat_6,C
790,CA-2015-115938,Male,Yes,46.0,Yes,Artist,0.0,Average,3.0,Cat_6,C
791,CA-2015-115938,Male,Yes,50.0,Yes,Artist,0.0,Low,2.0,Cat_7,C
792,CA-2016-105256,Male,No,30.0,No,Healthcare,0.0,Low,6.0,Cat_6,D
793,CA-2014-156433,Female,Yes,60.0,Yes,Doctor,0.0,Average,2.0,Cat_6,D
794,CA-2014-156433,Female,Yes,39.0,Yes,Homemaker,9.0,Average,2.0,Cat_6,D
795,CA-2017-151428,Female,Yes,59.0,Yes,Artist,1.0,Average,2.0,Cat_5,B
796,CA-2015-124653,Female,Yes,51.0,Yes,Artist,0.0,Average,2.0,Cat_6,C
797,CA-2015-124653,Female,Yes,40.0,Yes,Artist,5.0,Average,2.0,Cat_2,B
798,CA-2015-124653,Male,No,23.0,No,Healthcare,1.0,Low,3.0,Cat_6,D
799,CA-2015-101910,Male,Yes,53.0,Yes,Artist,4.0,Average,4.0,Cat_2,C
800,CA-2017-105809,Male,No,32.0,No,Healthcare,7.0,Low,5.0,Cat_6,A
801,CA-2017-105809,Male,Yes,52.0,Yes,Executive,0.0,High,4.0,Cat_6,B
802,CA-2016-136133,Female,No,31.0,Yes,Engineer,0.0,Low,1.0,Cat_6,D
803,CA-2016-115504,Male,No,30.0,Yes,Healthcare,3.0,Low,4.0,Cat_6,A
804,CA-2017-135783,Male,No,25.0,Yes,Healthcare,8.0,Low,3.0,Cat_7,D
805,CA-2014-134313,Male,Yes,40.0,Yes,Executive,1.0,High,4.0,Cat_6,A
806,CA-2014-134313,Female,No,27.0,Yes,Healthcare,4.0,Low,4.0,Cat_6,A
807,CA-2015-140921,Male,Yes,61.0,Yes,Artist,0.0,Low,2.0,Cat_6,A
808,CA-2015-140921,Female,No,33.0,Yes,Engineer,1.0,Low,1.0,Cat_4,A
809,CA-2014-151995,Male,No,28.0,Yes,Doctor,1.0,Low,4.0,Cat_4,A
810,CA-2014-151995,Female,Yes,48.0,Yes,Artist,2.0,Average,2.0,Cat_6,C
811,CA-2014-151995,Female,Yes,73.0,Yes,Artist,0.0,High,2.0,Cat_6,B
812,CA-2014-151995,Male,Yes,36.0,No,Artist,0.0,Average,2.0,Cat_5,D
813,CA-2017-143686,Female,No,32.0,No,Healthcare,0.0,Low,4.0,Cat_6,A
814,CA-2017-143686,Male,Yes,82.0,No,Lawyer,0.0,High,2.0,Cat_6,A
815,CA-2015-106565,Male,No,28.0,Yes,Artist,1.0,Low,3.0,Cat_4,D
816,CA-2016-149370,Female,No,42.0,Yes,Artist,8.0,Low,3.0,Cat_2,D
817,CA-2014-140858,Female,Yes,60.0,Yes,Lawyer,6.0,High,9.0,Cat_6,B
818,CA-2014-140858,Female,No,46.0,Yes,Artist,1.0,Low,1.0,Cat_4,A
819,CA-2014-140858,Male,No,31.0,No,Doctor,0.0,Low,3.0,Cat_6,C
820,CA-2014-140858,Female,Yes,50.0,Yes,Artist,1.0,Low,1.0,Cat_7,C
821,CA-2014-140858,Female,No,30.0,Yes,Engineer,3.0,Low,1.0,Cat_4,A
822,CA-2017-101434,Female,No,49.0,Yes,Artist,1.0,Low,3.0,Cat_6,D
823,CA-2017-101434,Female,Yes,51.0,Yes,Doctor,0.0,Average,6.0,Cat_4,C
824,US-2014-102071,Female,Yes,46.0,Yes,Doctor,0.0,Average,3.0,Cat_6,A
825,US-2014-102071,Male,Yes,53.0,Yes,Artist,0.0,Average,4.0,Cat_6,B
826,CA-2017-126956,Male,Yes,65.0,Yes,Artist,0.0,High,2.0,Cat_6,A
827,CA-2017-126956,Female,No,22.0,No,Healthcare,0.0,Low,5.0,Cat_6,D
828,CA-2017-126956,Male,Yes,65.0,Yes,Doctor,1.0,Average,3.0,Cat_6,C
829,CA-2017-129462,Female,Yes,39.0,Yes,Engineer,0.0,Average,2.0,Cat_4,A
830,CA-2017-129462,Male,Yes,84.0,Yes,Artist,0.0,High,2.0,Cat_6,D
831,CA-2017-129462,Male,No,37.0,Yes,Artist,0.0,Low,1.0,Cat_6,C
832,CA-2017-129462,Male,Yes,28.0,Yes,Doctor,8.0,Average,2.0,Cat_6,D
833,CA-2016-165316,Female,Yes,82.0,No,Lawyer,0.0,High,2.0,Cat_6,A
834,CA-2016-165316,Female,Yes,87.0,Yes,Lawyer,0.0,High,2.0,Cat_6,A
835,CA-2016-165316,Female,No,69.0,Yes,Lawyer,1.0,Low,5.0,Cat_6,D
836,US-2014-115987,Female,Yes,51.0,Yes,Artist,1.0,High,5.0,Cat_6,B
837,US-2017-156083,Female,Yes,74.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
838,US-2016-137547,Female,Yes,79.0,Yes,Lawyer,1.0,High,2.0,Cat_6,A
839,CA-2015-100454,Female,No,21.0,No,Lawyer,9.0,Low,1.0,Cat_6,D
840,CA-2015-100454,Female,No,20.0,No,Healthcare,5.0,Low,5.0,Cat_2,D
841,CA-2015-100454,Female,No,43.0,Yes,Doctor,3.0,Low,1.0,Cat_2,A
842,CA-2016-161669,Female,No,25.0,No,Healthcare,1.0,Low,3.0,Cat_6,A
843,CA-2016-161669,Male,No,43.0,Yes,Artist,0.0,Low,4.0,Cat_6,B
844,CA-2016-161669,Female,No,42.0,Yes,Artist,1.0,Low,1.0,Cat_6,D
845,CA-2016-161669,Male,No,25.0,Yes,Doctor,10.0,Low,4.0,Cat_6,A
846,CA-2015-114300,Male,Yes,59.0,Yes,Artist,0.0,Low,1.0,Cat_3,A
847,CA-2015-114300,Female,No,49.0,Yes,Marketing,0.0,Low,5.0,Cat_6,D
848,CA-2017-107503,Female,No,32.0,No,Doctor,1.0,Low,4.0,Cat_6,A
849,CA-2014-107755,Male,Yes,36.0,Yes,Artist,8.0,High,2.0,Cat_6,A
850,CA-2016-152534,Male,Yes,45.0,Yes,Marketing,9.0,Low,3.0,Cat_6,A
851,CA-2016-152534,Male,No,29.0,Yes,Healthcare,9.0,Low,3.0,Cat_6,A
852,CA-2016-113747,Male,Yes,37.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
853,CA-2016-123274,Female,Yes,48.0,Yes,Doctor,1.0,Average,4.0,Cat_6,D
854,CA-2016-123274,Female,No,65.0,Yes,Artist,0.0,Low,2.0,Cat_2,C
855,CA-2014-125612,Male,No,39.0,No,Marketing,1.0,Low,2.0,Cat_6,A
856,CA-2014-125612,Male,No,25.0,No,Entertainment,1.0,Low,7.0,Cat_4,A
857,CA-2014-125612,Female,Yes,49.0,No,Artist,5.0,Low,5.0,Cat_6,D
858,CA-2017-161984,Female,Yes,77.0,Yes,Lawyer,1.0,High,2.0,Cat_6,D
859,CA-2017-161984,Female,No,38.0,Yes,Artist,9.0,Low,1.0,Cat_6,A
860,CA-2014-133851,Male,No,19.0,Yes,Marketing,0.0,Low,6.0,Cat_4,D
861,CA-2014-133851,Female,Yes,76.0,Yes,Lawyer,1.0,High,2.0,Cat_6,A
862,CA-2016-134474,Male,No,28.0,Yes,Doctor,0.0,Low,4.0,Cat_6,A
863,CA-2016-134474,Male,Yes,51.0,Yes,Doctor,1.0,Average,3.0,Cat_3,B
864,CA-2016-134474,Female,No,28.0,Yes,Doctor,0.0,Low,5.0,Cat_7,D
865,CA-2014-149020,Female,No,42.0,Yes,Healthcare,0.0,Low,1.0,Cat_2,A
866,CA-2014-149020,Male,Yes,45.0,Yes,Artist,1.0,Low,1.0,Cat_6,A
867,CA-2016-134362,Male,Yes,63.0,Yes,Executive,6.0,High,3.0,Cat_6,D
868,CA-2014-136742,Female,No,18.0,No,Doctor,0.0,Low,6.0,Cat_6,A
869,CA-2016-158099,Male,No,26.0,Yes,Artist,7.0,Low,4.0,Cat_6,D
870,CA-2016-158099,Male,Yes,31.0,Yes,Artist,7.0,Average,2.0,Cat_2,D
871,CA-2015-131128,Male,No,43.0,Yes,Entertainment,5.0,Low,4.0,Cat_2,B
872,CA-2014-148488,Female,Yes,60.0,Yes,Artist,7.0,Low,4.0,Cat_6,A
873,CA-2014-148488,Female,No,36.0,Yes,Artist,0.0,Low,1.0,Cat_6,A
874,CA-2017-114636,Male,No,32.0,No,Healthcare,1.0,Low,4.0,Cat_2,A
875,CA-2016-116736,Male,Yes,68.0,Yes,Lawyer,1.0,Low,1.0,Cat_2,A
876,CA-2016-116736,Male,Yes,60.0,Yes,Entertainment,1.0,Low,1.0,Cat_6,C
877,CA-2016-116736,Female,No,42.0,Yes,Artist,0.0,Low,1.0,Cat_4,B
878,US-2014-158638,Female,No,18.0,No,Healthcare,6.0,Low,5.0,Cat_4,D
879,CA-2017-111689,Male,Yes,69.0,No,Lawyer,0.0,High,2.0,Cat_6,D
880,CA-2017-111689,Female,No,42.0,Yes,Doctor,0.0,Low,2.0,Cat_6,B
881,CA-2015-129098,Female,Yes,70.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
882,US-2017-123463,Male,No,25.0,Yes,Healthcare,1.0,Low,3.0,Cat_6,C
883,CA-2016-165148,Male,Yes,56.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,A
884,CA-2014-134061,Female,No,40.0,Yes,Artist,9.0,Low,1.0,Cat_6,D
885,CA-2015-143602,Male,No,23.0,No,Healthcare,1.0,Low,6.0,Cat_6,B
886,CA-2017-115364,Female,No,20.0,No,Marketing,3.0,Low,4.0,Cat_7,D
887,CA-2017-150707,Female,No,39.0,Yes,Entertainment,2.0,Low,1.0,Cat_6,D
888,CA-2014-104976,Female,No,19.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
889,CA-2017-132934,Male,No,28.0,Yes,Entertainment,0.0,Low,4.0,Cat_5,D
890,CA-2017-132934,Male,Yes,40.0,No,Engineer,1.0,Average,2.0,Cat_6,C
891,CA-2017-133256,Female,Yes,60.0,Yes,Engineer,1.0,Average,4.0,Cat_2,B
892,CA-2017-133256,Male,No,33.0,No,Healthcare,3.0,Low,4.0,Cat_6,D
893,CA-2017-133256,Male,Yes,20.0,No,Doctor,14.0,Low,2.0,Cat_6,B
894,CA-2016-105494,Female,No,35.0,No,Artist,7.0,Low,4.0,Cat_6,A
895,CA-2016-105494,Male,No,27.0,Yes,Doctor,0.0,Low,5.0,Cat_6,B
896,CA-2016-140634,Female,Yes,42.0,Yes,Artist,1.0,Average,2.0,Cat_6,D
897,CA-2014-144407,Male,Yes,30.0,No,Marketing,0.0,Low,4.0,Cat_4,C
898,CA-2017-160983,Female,Yes,56.0,Yes,Executive,0.0,Average,2.0,Cat_6,C
899,US-2016-114622,Male,Yes,28.0,Yes,Entertainment,0.0,Average,2.0,Cat_6,D
900,CA-2017-150959,Female,Yes,38.0,Yes,Artist,6.0,Average,2.0,Cat_6,A
901,CA-2017-150959,Male,No,26.0,Yes,Entertainment,9.0,Low,1.0,Cat_2,A
902,CA-2017-132353,Male,No,36.0,No,Engineer,0.0,Low,1.0,Cat_6,B
903,CA-2016-130477,Male,No,56.0,No,Entertainment,0.0,Low,1.0,Cat_6,A
904,CA-2016-130477,Male,No,26.0,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
905,CA-2016-130477,Male,No,28.0,Yes,Artist,4.0,Low,4.0,Cat_6,C
906,CA-2017-143259,Male,No,32.0,No,Healthcare,0.0,Low,5.0,Cat_6,D
907,CA-2017-143259,Female,No,52.0,Yes,Artist,4.0,Low,1.0,Cat_6,B
908,CA-2017-143259,Female,No,23.0,No,Healthcare,0.0,Low,4.0,Cat_6,D
909,CA-2017-137596,Male,No,23.0,No,Healthcare,0.0,Low,5.0,Cat_4,D
910,CA-2017-137596,Male,Yes,50.0,Yes,Artist,0.0,Low,2.0,Cat_6,C
911,CA-2017-137596,Male,Yes,26.0,Yes,Artist,0.0,Low,2.0,Cat_6,D
912,CA-2015-133627,Male,Yes,40.0,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
913,CA-2017-102519,Female,Yes,53.0,Yes,Artist,1.0,Average,2.0,Cat_6,C
914,CA-2017-102519,Male,Yes,63.0,Yes,Artist,0.0,Average,3.0,Cat_7,D
915,US-2014-141215,Male,Yes,62.0,Yes,Executive,0.0,High,3.0,Cat_6,B
916,US-2014-141215,Female,No,38.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
917,US-2014-141215,Female,Yes,57.0,No,Artist,1.0,Average,2.0,Cat_2,B
918,CA-2016-165218,Female,No,43.0,Yes,Artist,9.0,Low,1.0,Cat_6,A
919,CA-2016-165218,Male,No,21.0,No,Marketing,1.0,Low,3.0,Cat_4,B
920,CA-2014-138296,Male,No,22.0,No,Healthcare,0.0,Low,5.0,Cat_6,A
921,CA-2015-111164,Male,Yes,68.0,Yes,Artist,1.0,Low,1.0,Cat_6,C
922,CA-2015-111164,Female,No,28.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
923,CA-2015-111164,Male,Yes,33.0,Yes,Artist,0.0,Average,2.0,Cat_6,A
924,CA-2016-149797,Female,No,38.0,Yes,Artist,8.0,Low,1.0,Cat_6,C
925,CA-2014-132962,Male,No,23.0,No,Healthcare,0.0,Low,5.0,Cat_4,D
926,CA-2014-132962,Female,No,41.0,Yes,Healthcare,0.0,Low,1.0,Cat_6,A
927,CA-2015-115091,Female,No,41.0,Yes,Homemaker,0.0,Low,1.0,Cat_4,C
928,CA-2015-115091,Female,No,39.0,Yes,Doctor,4.0,Low,1.0,Cat_6,A
929,CA-2017-144932,Female,Yes,49.0,No,Entertainment,9.0,High,2.0,Cat_6,A
930,CA-2017-144932,Female,Yes,33.0,Yes,Homemaker,9.0,Average,2.0,Cat_6,D
931,CA-2017-144932,Male,Yes,79.0,No,Lawyer,0.0,Low,1.0,Cat_6,D
932,CA-2017-114216,Male,Yes,38.0,Yes,Artist,6.0,Average,4.0,Cat_6,A
933,CA-2016-140081,Male,No,21.0,No,Healthcare,1.0,Low,4.0,Cat_6,D
934,CA-2016-140081,Female,Yes,68.0,Yes,Doctor,0.0,Average,2.0,Cat_6,B
935,CA-2016-140081,Male,No,31.0,Yes,Artist,0.0,Low,3.0,Cat_6,B
936,CA-2016-140081,Male,Yes,46.0,No,Artist,1.0,Low,3.0,Cat_3,C
937,US-2017-111745,Male,Yes,35.0,Yes,Artist,9.0,Average,2.0,Cat_6,D
938,CA-2015-148250,Female,No,42.0,Yes,Artist,8.0,Low,3.0,Cat_2,C
939,CA-2015-148250,Male,Yes,87.0,No,Lawyer,0.0,Low,1.0,Cat_2,A
940,CA-2016-105760,Female,No,38.0,Yes,Artist,8.0,Low,1.0,Cat_6,A
941,CA-2016-142958,Female,Yes,88.0,No,Lawyer,2.0,High,1.0,Cat_6,C
942,CA-2016-142958,Female,No,42.0,Yes,Artist,9.0,Low,1.0,Cat_6,C
943,CA-2015-120880,Female,Yes,26.0,Yes,Artist,4.0,Average,2.0,Cat_3,D
944,CA-2015-120880,Male,Yes,35.0,Yes,Executive,0.0,High,3.0,Cat_6,A
945,CA-2015-120880,Female,Yes,41.0,No,Engineer,3.0,High,2.0,Cat_6,C
946,US-2015-140200,Male,Yes,37.0,Yes,Doctor,1.0,Average,2.0,Cat_1,D
947,US-2017-110576,Female,Yes,41.0,Yes,Engineer,8.0,Average,4.0,Cat_4,B
948,US-2017-110576,Male,No,35.0,Yes,Artist,6.0,Low,5.0,Cat_2,B
949,US-2017-110576,Female,No,33.0,Yes,Marketing,0.0,Low,9.0,Cat_7,C
950,US-2017-110576,Female,Yes,61.0,Yes,Engineer,2.0,Average,4.0,Cat_2,A
